number	id
4565	magic_shield_percent_big
4576	health_percent_big
4581	mana_percent_big
4599	curse_effect
4601	curse_effect_big
4610	burn_chance
4612	burn_damage_big
4614	critical_damage
4616	critical_damage
4724	magic_shield_percent
4726	magic_shield_percent
4741	magic_shield_percent
4745	all_lightning_damage_big
4756	ele_staff_damage_big
4758	ele_staff_damage
4761	jewel_socket
4805	ms_all_in
4882	ele_hammer_damage
4884	hammer_damage
4893	int
4912	magic_shield_regen_percent
4916	all_lightning_damage
4920	mana_regen_percent_big
4923	health_percent
4926	mana_percent
4937	physical_resist_big
4939	mana_percent_big
4945	staff_damage_big
4950	magic_shield_regen_percent_big
4952	magic_shield_regen_percent
4956	burn_chance
4958	burn_chance
4960	critical_damage_big
4962	critical_damage
4969	poison_chance
4971	chaos_penetration
4975	int
5070	summon_damage
5074	magic_shield_percent_big
5082	dot_dmg_big
5102	int_dmg
5104	ele_staff_damage
5107	int
5155	phys_to_chaos
5157	all_chaos_damage_big
5225	summon_damage
5234	heretic
5241	critical_hit
5245	summon_damage
5262	all_lightning_damage
5264	cast_speed
5266	cast_speed
5283	physical_resist
5285	mana_percent
5289	staff_damage
5291	staff_damage
5295	minion_catapult
5298	magic_shield_regen_percent
5303	magic_shield_regen_percent
5305	magic_shield_regen_percent
5313	poison_chance_big
5317	poison_damage
5401	totem_duration_big
5403	totem_duration
5428	dot_dmg
5430	dot_dmg
5501	physical_chaos_damage
5503	chaos_dot_damage
5568	health_percent_big
5587	critical_damage
5589	critical_hit_massive
5606	int
5610	int
5618	int
5626	int
5634	int
5642	int
5646	int
5650	ghost_shroud
5661	poison_damage_big
5667	critical_hit
5681	critical_hit
5683	dagger_damage
5744	summon_health_big
5747	totem_damage
5749	totem_damage
5753	int
5756	increase_healing
5758	increase_healing
5777	int
5821	int
5828	health_regen_percent
5830	dot_dmg_hp_regen_big
5842	critical_hit
5845	int
5852	dagger_damage
5943	all_fire_damage_big
5954	totem_damage
5964	spell_elemental_damage
5978	mana_percent_big
5980	mana_regen_percent
5990	staff_damage
6011	critical_hit_massive
6030	critical_hit
6085	summon_damage
6088	summon_damage_big
6092	summon_health
6100	aura_effect
6103	increase_healing_big
6105	increase_healing
6118	all_fire_damage
6121	dex
6124	golemancer
6143	critical_hit
6147	inc_aoe
6155	magic_shield_percent
6165	mana_on_hit_big
6169	str
6174	dot_dmg
6176	dot_dmg
6188	critical_damage
6197	critical_hit
6281	health_percent
6283	health_percent
6299	totem_damage
6301	totem_damage_big
6308	spell_fire_damage_big
6310	spell_water_damage_big
6312	spell_lightning_damage_big
6324	mana_regen_percent
6335	mana_on_hit
6355	all_fire_damage
6359	critical_damage_big
6363	positive_effect
6368	energy_claws
6375	dagger_damage
6436	summon_damage
6438	summon_health
6445	aura_effect
6447	spirit_cost_big
6464	all_fire_damage
6487	critical_hit
6489	critical_hit
6493	inc_aoe
6495	inc_aoe
6499	magic_shield_percent
6501	magic_shield_percent_big
6510	staff_damage
6521	trap_area_dmg_big
6523	trap_area_dmg
6526	all_fire_damage
6530	fire_water_damage_big
6543	dagger_damage
6546	critical_hit_massive
6624	int_big
6627	health_percent_big
6629	health_percent
6632	song_damage_big
6639	int
6656	spell_elemental_damage
6689	int
6707	positive_effect_big
6709	spirit_cost
6724	trap_cdr
6779	water_penetration_big
6788	int
6807	song_duration
6809	song_damage
6821	hp_mana_regen
6823	hp_mana_regen_big
6837	summon_damage_big
6851	summon_health_big
6853	summon_health
6860	shade
6867	trap_cdr
6869	trap_area_dmg
6872	fire_water_damage
6876	all_water_damage
6886	int
6895	trap_cdr
6966	mana_percent
6968	mana_percent
6971	armor_ms
6973	armor_ms
6987	elemental_overload
6991	int
7004	int_dmg_big
7008	hp_mana_small
7012	hp_mana_small
7016	mana_ms_percent_big
7029	int
7047	all_water_damage
7071	trap_cdr_big
7158	int
7162	elemental_resist_big
7168	hp_mana_regen
7173	int
7179	cast_speed
7183	hp_mana_big
7187	magic_shield_percent
7193	int
7198	summon_health
7205	ms_energy_regen
7208	int
7224	physical_resist_big
7231	all_lightning_damage
7240	trap_damage
7297	all_elemental_damage_big
7299	all_elemental_damage
7302	all_water_damage
7312	mana_percent
7314	mana_percent_big
7317	armor_ms_big
7319	armor_ms
7325	int
7343	str
7350	int_dmg
7362	mana_percent
7369	dex
7376	ms_energy_regen
7387	int
7417	trap_damage_big
7510	elemental_resist
7527	cast_speed
7531	magic_shield_regen_percent
7556	critical_hit
7568	hp_ms
7572	hp_ms
7575	phys_to_lightning_big
7577	phys_to_lightning
7582	ghast
7587	trap_damage
7644	all_elemental_damage
7647	all_elemental_damage
7659	ele_scythe_damage_big
7663	burn_duration
7665	burn_chance_big
7672	cdr
7675	inc_aoe
7687	int
7690	mana_battery
7695	int
7698	int_dmg
7706	mana_regen_percent
7709	int
7712	magic_shield_percent
7714	magic_shield_percent
7717	int
7721	ms_energy_regen_big
7727	critical_damage_big
7731	trap_damage
7762	trap_damage
7814	fire_penetration_big
7824	str
7830	ele_scythe_damage
7858	dex
7865	jewel_socket
7873	int_dmg
7877	magic_shield_percent
7892	str
7916	hp_ms_big
7926	int
7930	move_speed
7992	all_fire_damage
8007	ele_scythe_damage
8010	burn_duration
8017	cdr
8019	cdr_big
8023	inc_aoe_big
8057	physical_resist_big
8072	critical_hit
8075	trap_damage_big
8078	all_elemental_damage
8085	wardens_insight
8094	int
8101	dodge_ms
8105	move_speed_big
8175	str
8178	jewel_socket
8202	int
8206	summon_health
8209	int
8217	int
8220	int_dmg
8222	magic_shield_percent
8225	int
8233	int
8236	conservation
8240	int
8264	jewel_socket
8276	dodge_ms
8354	int
8368	inc_aoe
8370	inc_aoe
8419	trap_cdr
8423	all_elemental_damage_big
8434	dex
8439	spell_lifesteal
8441	spell_lifesteal
8454	dagger_damage
8510	spear_damage
8518	song_effect
8520	song_cdr
8522	scythe_damage
8532	int
8535	all_elemental_damage
8538	spell_elemental_damage_big
8545	total_damage_big
8547	all_elemental_damage
8554	summon_health_big
8567	mage
8581	jewel_socket
8587	all_elemental_damage
8589	dodge_ms_big
8594	all_elemental_damage
8598	hp_ms
8600	hp_ms
8602	dex
8620	phasing
8625	dual_wield_effectiveness
8685	critical_hit
8687	spear_damage
8697	scythe_damage_big
8699	scythe_damage
8724	int
8731	int
8734	mana_cost_big
8736	mana_percent
8744	spirit_cost
8746	aura_effect_big
8749	int
8756	int
8785	spell_lifesteal_big
8801	dual_wield_effectiveness_big
8855	spear_damage_big
8862	str
8866	song_effect_big
8876	harmony
8880	all_elemental_damage
8883	elemental_resist_big
8886	all_elemental_damage
8889	energy_regen_percent
8892	summon_damage
8895	all_elemental_damage
8931	all_elemental_damage
8934	dodge_ms
8937	hp_mana_small
8944	hp_ms
8946	hp_ms_big
8964	dex
8970	dagger_damage
9031	attack_speed
9033	ele_spear_damage
9081	mana_percent
9083	mana_regen_percent
9089	aura_effect
9091	spirit_cost
9126	dodge_ms_big
9128	dodge_ms
9147	critical_damage_big
9202	ele_spear_damage
9218	health_percent_big
9228	elemental_any_wep_damage_big
9231	all_elemental_damage
9234	health_percent_big
9236	energy_regen_percent_big
9240	summon_damage
9242	total_damage
9245	int
9249	necromantic_defenses
9252	int
9259	magic_shield_percent_big
9266	int
9269	mantra
9273	int
9276	total_damage
9278	dodge_ms
9282	health_percent_big
9284	mana_percent_big
9289	all_physical_damage_big
9312	manasteal
9317	critical_damage
9393	health_percent
9430	magic_shield_regen_percent
9434	magic_shield_percent
9460	all_physical_damage
9464	all_physical_damage
9471	dodge_ms
9492	dagger_damage
9564	health_percent
9581	health_percent
9589	total_damage
9621	total_damage
9629	hp_mana_small
9648	mana_regen_energy_regen
9652	critical_damage_big
9658	manasteal
9660	mana_regen_percent_big
9739	health_percent
9751	mana_cost
9757	hp_mana_small
9759	hp_mana_small
9768	all_elemental_damage
9770	int
9775	magic_shield_percent
9781	magic_shield_regen_percent
9786	int
9788	critical_hit
9797	physical_chaos_damage
9799	physical_chaos_damage
9805	ailment_damage
9808	ailment_damage_big
9811	ailment_damage
9919	mana_cost
9922	mana_cost_big
9928	armor_ms_big
9936	guardian
9966	rogue
9974	attack_speed_big
9991	mana_regen_energy_regen
9993	mana_regen_energy_regen_big
9998	critical_damage
10000	critical_damage
10006	poison_chance
10071	performer
10073	str
10076	armor_ms
10078	armor_ms
10080	armor_ms_big
10089	str
10097	mana_cost
10103	armor_ms
10105	armor_ms
10107	hp_mana_small
10112	elemental_resist
10114	all_elemental_damage_big
10116	mana_regen_hp_regen_big
10122	magic_shield_regen_percent
10126	magic_shield_percent
10132	mana_regen_energy_regen_big
10134	critical_damage_big
10136	mana_cost
10141	physical_chaos_damage
10143	attack_speed
10145	attack_speed
10152	dot_dmg
10156	dot_dmg
10159	dex
10175	dex
10177	poison_chance
10257	totem_damage
10259	totem_cdr
10291	mana_percent
10293	mana_percent
10297	magic_shield_regen_percent_big
10301	int_dmg
10303	int_dmg
10327	dot_dmg_big
10344	health_percent
10346	health_percent
10353	all_chaos_damage_big
10426	armor_ms
10460	all_elemental_damage
10462	str
10478	dex
10480	critical_hit
10523	poison_duration
10603	totem_cdr
10605	totem_cdr_big
10610	str
10620	str
10623	str
10626	str
10637	health_regen_percent
10639	health_regen_percent
10647	energy_regen_percent
10649	energy_regen_percent
10660	dex
10663	dex
10666	dex
10676	dex
10680	all_physical_damage
10682	str_big
10690	health_percent_big
10698	poison_duration
10772	armor_ms
10940	block_chance_big
10942	energy_regen_percent
10951	health_percent_big
10954	witchs_brew
10958	elemental_resist
10960	block_recovery_big
10962	hp_armor_big
10968	summon_damage
10970	summon_damage
11002	move_speed_big
11004	move_speed
11008	critical_hit
11010	ailment_damage
11014	lifesteal
11016	lifesteal_big
11018	dodge_ms_big
11020	dodge_ms
11026	all_physical_damage
11028	all_physical_damage
11035	phys_to_water_big
11108	jewel_socket
11129	str
11139	dex
11185	str
11195	dex
11286	energy_regen_percent
11288	block_chance
11297	increase_healing
11299	increase_healing
11304	block_recovery
11308	hp_armor
11310	hp_armor
11316	summon_damage_big
11320	jewel_socket
11348	move_speed
11350	move_speed
11354	critical_hit_big
11360	lifesteal
11364	dodge_ms
11366	dodge_ms
11370	wind_dancer
11375	poison_duration
11377	poison_duration
11380	phys_to_water
11382	all_water_damage
11388	tormentor
11453	armor_percent
11628	armor_percent
11630	str
11637	str
11648	str
11658	str
11666	str
11669	str
11672	str
11675	glancing_strikes
11687	generosity
11690	dex
11693	dex
11696	dex
11704	dex
11709	dex
11714	dex
11720	poison_damage
11722	dex
11724	poison_damage
11732	dex
11907	projectile_damage
11909	projectile_damage
11969	song_damage_big
11972	song_duration
11978	divinity
11982	all_physical_damage
11984	physical_dot_damage
11988	burn_damage
11991	all_fire_damage
11996	hammer_damage
12000	channel_speed
12002	channel_speed
12006	attack_speed_big
12008	energy_regen_percent
12011	kbr
12042	jewel_socket
12048	egoist
12052	health_on_hit
12056	hp_dodge_small
12058	hp_dodge_small
12062	dagger_damage_big
12064	dual_wield_damage
12067	poison_chance
12069	poison_chance
12076	icy_killer
12090	faster_projectiles
12092	faster_projectiles_big
12167	str
12177	int
12186	kbr_big
12223	int
12233	dex
12255	jewel_socket
12261	projectile_damage
12319	song_duration
12327	all_physical_damage
12331	physical_dot_damage
12333	burn_damage_big
12336	phys_to_fire
12338	nether_enthusiast
12342	hammer_damage
12344	hammer_damage_big
12346	channel_speed
12348	channel_speed_big
12352	energy_regen_percent
12354	attack_speed
12357	kbr
12398	health_on_hit
12400	health_on_hit_big
12402	hp_dodge_big
12404	hp_dodge_small
12408	dual_wield_damage
12410	dagger_damage
12419	energy_regen_percent
12421	energy_regen_percent
12487	song_cdr_big
12533	song_effect
12535	song_damage
12539	health_regen_percent
12541	health_percent
12551	energy_regen_percent
12553	dodge_percent
12557	trap_damage
12559	trap_cdr
12585	dodge_percent
12587	dodge_percent
12606	projectile_damage
12665	song_effect
12674	all_physical_damage_big
12676	physical_dot_damage_big
12681	phys_to_fire_big
12686	str
12696	str
12699	str
12702	str
12736	dex
12739	dex
12742	dex
12752	dex
12764	energy_percent_big
12768	energy_regen_percent
12834	song_effect
12836	song_effect
12845	critical_damage
12879	song_damage
12881	song_effect_big
12883	health_percent
12889	health_regen_percent_big
12891	elemental_resist
12893	projectile_damage
12895	energy_regen_percent_big
12901	energy_regen_percent
12903	trap_cdr_big
12905	trap_damage
12931	dodge_percent
12933	dodge_percent_big
12953	projectile_damage
13020	critical_hit
13035	all_physical_damage_big
13046	str_dmg
13084	projectile_damage
13094	bow_damage
13096	bow_damage
13111	energy_percent
13113	energy_percent
13128	chain_damage
13130	chain_damage_big
13187	str
13189	critical_hit
13203	str
13206	all_physical_damage
13210	all_physical_damage
13213	str_dmg_big
13217	str_dmg
13221	str_dmg
13229	health_percent_big
13235	health_regen_percent
13237	elemental_resist
13239	projectile_damage
13241	dodge_percent
13247	dodge_percent_big
13255	projectile_damage
13259	energy_percent
13263	projectile_damage_big
13265	dex_dmg_big
13271	dex_dmg_big
13273	dex
13289	dex
13358	steady_hand
13367	critical_damage
13381	inc_aoe_big
13392	energy_regen_percent
13396	warrior
13426	ranger
13430	energy_percent
13440	crossbow_damage
13442	crossbow_damage
13450	dodge_percent
13452	elemental_resist_big
13454	dodge_percent
13464	true_hit
13469	bow_damage
13471	bow_damage_big
13552	elemental_any_wep_damage
13556	elemental_any_wep_damage
13561	health_percent
13577	health_regen_percent
13579	health_percent
13584	hp_regen_energy_regen_big
13589	energy_regen_percent
13591	dodge_percent
13607	mana_percent
13640	bow_damage
13711	critical_hit_big
13715	health_regen_percent
13727	elemental_any_wep_damage_big
13736	health_percent_big
13741	hp_armor
13773	dodge_percent
13778	mana_percent_big
13798	dodge_percent_big
13804	critical_damage_big
13873	spear_damage
13875	spear_damage
13904	energy_regen_percent
13912	hp_armor
13919	totem_duration
13921	totem_cdr
13927	str
13930	block_chance_big
13933	dex
13939	positive_effect
13941	increase_healing
13948	dodge_percent
13956	health_percent
13967	energy_on_hit
13985	dex_dmg
14044	armor_penetration_percent_big
14060	health_regen_percent
14062	health_regen_percent_big
14082	health_percent
14087	health_regen_percent
14089	str
14117	dex
14119	energy_regen_percent
14124	mana_percent
14150	critical_hit
14152	critical_hit
14222	armor_penetration_percent
14244	spear_damage_big
14246	spear_damage
14250	energy_percent_big
14258	hp_armor
14265	max_totems
14267	totem_duration
14270	str
14274	block_chance
14276	health_on_hit
14278	block_chance
14282	dex
14285	increase_healing
14287	positive_effect_big
14294	energy_regen_percent
14302	health_percent_big
14308	faster_projectiles
14314	energy_on_hit
14316	energy_on_hit_big
14319	masochism
14332	crossbow_damage
14390	inc_aoe_big
14398	str
14412	defender
14425	energy_regen_percent
14473	health_percent
14495	dex
14500	dex
14507	crossbow_damage
14509	crossbow_damage_big
14565	spear_damage
14567	spear_damage
14578	health_percent
14582	health_percent
14590	spear_damage
14592	spear_damage
14606	str
14618	diamond_grip
14627	focused_magician
14635	dex_dmg_big
14638	dex
14652	faster_projectiles_big
14662	dex
14665	jewel_socket
14746	bleed_chance
14760	str
14774	health_regen_percent_big
14786	str
14789	diamond_will
14804	dex
14816	energy_regen_percent_big
14830	dex
14848	bleed_damage
14850	bleed_duration_big
14858	sword_damage
14860	bleed_damage_big
14926	hp_max_fire_res_big
14939	armor_percent_big
14942	armor_percent
14954	jewel_socket
14968	duelist
14981	dex_dmg
14983	dex_dmg
14993	dodge_percent
15000	faster_projectiles
15029	bleed_chance
15085	axe_damage
15087	inc_aoe
15092	bleed_chance
15094	bleed_damage_big
15122	str
15133	energy_cost_big
15160	dex
15164	elemental_any_wep_damage
15168	dodge_percent_big
15182	health_percent
15184	health_percent
15194	bleed_damage
15256	inc_aoe_big
15274	str
15284	armor_percent
15287	elemental_resist_big
15290	health_regen_percent
15302	str
15310	str
15313	physical_any_wep_damage
15315	energy_regen_percent
15318	dex
15326	dex
15329	elemental_purity
15351	combat_talent
15374	sword_damage
15434	axe_damage
15436	str
15441	str
15444	jewel_socket
15449	energy_on_hit
15451	energy_cost
15470	dex
15479	energy_cost
15504	str
15511	elemental_any_wep_damage_big
15515	dodge_percent
15529	hp_healing_received_big
15538	dex
15602	critical_hit_massive
15632	health_regen_percent
15635	health_regen_percent_big
15650	energy_cost
15660	armor_dodge
15670	jewel_socket
15679	poison_chance
15686	elemental_any_wep_damage
15698	phys_to_water_big
15706	accuracy_percent
15708	accuracy_percent
15721	critical_hit
15777	axe_damage
15779	critical_hit
15785	energy_percent
15787	energy_regen_percent_big
15790	marauder
15796	energy_on_hit_big
15818	str
15821	netherite_bastion
15826	str
15829	physical_any_wep_damage
15837	energy_regen_percent
15840	dex
15848	dex
15862	hp_dodge_big
15869	phys_to_water
15896	sword_damage
15898	critical_hit_big
15966	hp_armor_big
15975	str
15986	accuracy_percent_big
16005	armor_dodge
16007	armor_dodge
16026	poison_chance
16037	dex
16040	all_water_damage
16047	poison_duration
16049	poison_duration
16052	accuracy_percent_big
16054	accuracy_percent
16063	totem_damage
16065	critical_hit
16131	energy_regen_percent
16154	str
16157	accuracy_percent
16166	int
16174	physical_any_wep_damage
16176	physical_any_wep_damage
16182	energy_regen_percent
16184	energy_regen_percent
16192	int
16201	poison_chance_big
16204	dex
16215	freeze_chance
16294	bleed_damage_big
16296	sword_damage
16298	bleed_chance
16310	armor_percent
16314	armor_percent
16333	str
16342	str
16352	energy_percent_big
16362	dex
16371	dex
16390	freeze_damage_big
16392	poison_damage_big
16396	poison_chance
16408	trap_cdr
16412	critical_damage
16473	sword_damage
16476	str
16489	attack_speed
16491	gauntlet_damage
16494	burn_chance
16496	burn_chance
16498	reckless_defender
16502	accuracy_percent
16523	energy_regen_percent
16527	energy_regen_percent
16548	projection
16574	dex
16640	attack_speed_big
16642	sword_damage
16644	attack_speed
16654	hp_armor_big
16673	str
16692	physical_any_wep_damage_big
16704	energy_regen_percent_big
16723	dex
16739	poison_chance
16741	poison_chance
16750	elemental_any_wep_damage
16752	elemental_any_wep_damage
16755	trap_cdr
16757	totem_damage_big
16825	armor_percent
16835	gauntlet_damage_big
16837	ele_gauntlet_damage_big
16840	burn_chance
16842	burn_damage_big
16852	bleed_damage
16854	bleed_chance_big
16857	spirit_cost_big
16869	health_percent
16873	health_percent
16886	ailment_damage_big
16909	dex
16921	acrobat
17001	armor_percent
17044	health_percent_big
17061	inc_aoe
17078	healing_received
17080	healing_received
17096	elemental_any_wep_damage
17098	elemental_any_wep_damage_big
17163	fire_any_wep_damage
17167	fire_any_wep_damage
17172	armor_percent
17176	hammer_damage
17193	dex
17198	bleed_chance
17200	bleed_chance
17202	spirit_cost
17208	all_physical_damage_big
17210	all_physical_damage
17213	block_chance
17215	block_chance_big
17219	elemental_any_wep_damage_big
17221	elemental_any_wep_damage
17224	projectile_damage
17226	faster_projectiles_big
17231	ailment_damage
17237	refined_taste
17241	int
17255	vital_point
17338	phys_to_fire_big
17351	critical_damage_big
17357	health_percent_big
17408	dex_dmg_big
17420	health_percent
17422	health_percent_big
17424	healing_received_big
17426	healing_received
17508	all_fire_damage_big
17514	all_fire_damage
17517	str
17520	hammer_damage
17528	health_regen_percent
17532	health_regen_percent
17546	bloody_dance
17549	spirit_cost
17554	all_physical_damage
17556	all_physical_damage
17559	block_chance
17561	block_chance
17565	elemental_any_wep_damage
17567	elemental_any_wep_damage
17570	projectile_damage
17572	projectile_damage
17577	dex_dmg
17579	dex_dmg
17602	energysteal_big
17604	energysteal
17609	dex
17613	move_speed_big
17684	burn_damage_big
17698	axe_damage
17712	attack_speed
17717	str
17736	immutable
17755	dex
17760	spell_lifesteal
17766	health_percent
17768	health_percent
17784	move_speed
17855	burn_chance
17859	burn_chance
17874	health_percent
17878	health_percent
17888	collateral
17897	str
17903	str
17915	dex
17921	dex
17931	lifesteal
17945	dex_big
17950	energysteal
17959	move_speed
18035	blood_mage
18042	axe_damage
18049	health_regen_percent
18057	attack_speed
18059	attack_speed_big
18082	dex
18107	spell_lifesteal_big
18128	dodge_percent
18234	bleed_duration
18236	armor_penetration_percent
18240	accuracy_percent
18242	armor_percent
18244	gauntlet_damage
18246	gauntlet_damage
18266	hammer_damage
18268	inc_aoe
18272	armor_dodge
18274	armor_dodge
18277	lifesteal_big
18290	poison_duration_big
18303	dodge_percent_big
18376	infection
18379	health_regen_percent_big
18387	str
18431	critical_hit
18433	critical_damage
18469	dex
18472	hp_dodge_small
18556	greatsword_damage
18558	greatsword_damage
18572	all_physical_damage_big
18574	all_physical_damage
18580	armor_penetration_percent_big
18582	bleed_duration
18586	armor_percent_big
18588	accuracy_percent
18590	dual_wield_effectiveness
18592	gauntlet_damage_big
18595	health_percent
18601	str
18611	hammer_damage
18613	hammer_damage_big
18615	inc_aoe
18617	armor_dodge_big
18628	critical_hit
18630	critical_damage
18636	poison_duration
18638	poison_duration
18649	health_percent_big
18723	hemorrhage
18749	critical_damage
18751	critical_damage_big
18770	armor_dodge
18777	critical_damage_big
18781	mana_percent
18792	block_recovery_big
18797	armor_penetration_percent_big
18816	projectile_damage
18820	health_percent
18898	siphoner
18900	greatsword_damage_big
18904	ele_greatsword_damage
18906	wandering_bard
18920	all_physical_damage
18928	axe_damage
18930	axe_damage
18933	armor_percent_big
18939	health_percent_big
18947	jewel_socket
18958	dual_wield_effectiveness
18960	dual_wield_damage_big
18967	block_recovery
18974	axe_damage
18976	axe_damage_big
19085	str
19095	critical_damage
19117	armor_dodge_big
19123	ailment_damage_big
19126	mana_percent_big
19128	mana_percent
19135	sword_damage_big
19143	armor_penetration_percent
19145	armor_penetration_percent
19155	dex
19160	faster_projectiles
19164	projectile_damage
19248	ele_greatsword_damage_big
19254	all_physical_damage
19256	all_physical_damage
19274	axe_damage
19276	axe_damage_big
19279	armor_percent
19281	armor_percent
19286	health_percent
19293	dex
19304	dual_wield_damage
19310	sword_damage
19312	sword_damage
19331	sniper
19439	str
19461	armor_dodge
19464	brutality
19469	ailment_damage
19471	ailment_damage
19493	dex
19507	faster_projectiles_big
19509	projectile_damage_big
19600	jewel_socket
19604	sword_damage
19606	critical_hit
19619	str
19629	str
19649	dex
19659	dex
19674	dodge_percent
19785	all_physical_damage
19812	dex
19834	versatility
19839	spear_damage
19949	critical_damage
19953	critical_hit
19956	inc_aoe
19960	ailment_damage
19965	lifesteal
19967	inc_leech
19972	fortified_reflexes
19996	block_chance
19998	total_damage
20010	energy_regen_percent
20014	armor_penetration_percent
20021	dodge_percent
20023	jewel_socket
20148	totem_damage
20157	health_regen_percent
20159	energy_regen_percent
20173	block_recovery
20177	int
20297	sword_damage_big
20301	all_physical_damage
20307	all_physical_damage
20310	spell_lifesteal
20314	inc_leech
20319	totem_duration
20323	totem_cdr
20341	energy_percent
20352	int
20355	energy_regen_percent
20361	armor_penetration_percent
20502	health_regen_percent
20506	energy_regen_percent
20519	total_damage_big
20522	int_big
20648	inc_aoe_big
20652	ailment_damage_big
20658	inc_leech_big
20664	totem_duration
20670	totem_damage
20687	block_chance
20697	int
20702	spear_damage_big
20706	spear_damage_big
20847	health_regen_percent_big
20853	energy_regen_percent_big
20862	energy_percent_big
21011	totem_duration
21015	totem_cdr
21186	totem_damage_big
